surge_mean,sway_mean,VVEL,VDIR,HS1,TP1,DIR1,CVEL0,CDIR0
466.4251592134387,40.16102592226614,5.20,233.0,0.88,9.90,6.0,0.43,249.0
178.55363021607377,-13.408528683794469,1.00,187.0,1.96,5.30,187.0,0.42,175.0
177.14870324769433,-16.1478175256917,1.00,181.0,1.98,5.20,203.0,0.47,175.0
230.24568746376812,-30.135866304347825,0.70,191.0,1.98,5.50,167.0,0.58,162.0
208.03036354677204,-9.84501761660079,0.60,201.0,1.82,5.90,187.0,0.36,142.0
181.83667668774703,-7.472487985507247,0.90,198.0,2.18,6.00,195.0,0.29,162.0
712.0664271370223,15.692119661396575,9.20,192.0,1.72,6.20,228.0,0.97,165.0
697.2169483662715,8.771937023715415,8.40,191.0,1.59,6.60,211.0,1.15,165.0
678.2079925862977,22.662062640316204,7.70,209.0,1.44,5.10,183.0,0.50,175.0
385.62714208959153,18.039749529644265,3.70,104.0,1.34,5.10,182.0,0.41,188.0
433.62084897628455,20.533909599472995,4.40,168.0,1.45,5.70,181.0,0.51,194.0
659.6179293306983,20.73338270619236,6.00,183.0,2.63,11.60,336.0,0.53,133.0
648.7570168801053,21.418116733860344,6.20,209.0,2.35,11.60,7.0,0.46,148.0
495.83310729644273,15.797500764163372,4.90,151.0,1.97,10.90,4.0,0.61,193.0
683.1067104361001,18.901964255599477,8.00,173.0,1.99,11.00,10.0,0.73,182.0
679.3434760566536,18.708241393939392,7.80,211.0,1.79,10.10,357.0,0.69,172.0
252.39740131093546,11.10213967325428,3.00,206.0,2.36,6.40,206.0,0.27,216.0
382.84441138735184,24.20122578919631,3.60,191.0,2.55,7.10,188.0,0.20,185.0
162.72119293544137,-9.985581450592885,0.90,202.0,2.36,6.60,185.0,0.34,186.0
164.49599167720686,-8.551713538866931,0.90,219.0,2.17,7.30,196.0,0.32,183.0
96.26176105928853,0.2810964202898551,0.10,217.0,1.90,7.00,217.0,0.44,272.0
94.71527627272727,-1.2847903623188404,0.01,207.0,2.09,6.70,226.0,0.44,262.0
147.22216301449276,-9.28457683662714,0.20,225.0,2.47,11.90,10.0,0.31,199.0
152.51502229380765,-10.638495553359684,0.10,221.0,2.32,11.90,13.0,0.34,190.0
397.23227083003957,37.99924551251647,3.90,229.0,1.79,11.90,3.0,0.16,280.0
321.0019598353096,24.32686130566535,3.30,218.0,1.46,12.00,19.0,0.16,243.0
638.1880912516469,30.680623303030305,7.00,243.0,1.48,11.80,8.0,0.26,254.0
533.5020808537549,31.61019694202898,5.00,196.0,1.19,6.90,245.0,0.29,218.0
574.7366668880105,31.02632747299078,5.50,204.0,1.20,5.50,221.0,0.26,232.0
637.6337579657443,28.724203101449273,6.90,211.0,1.55,5.60,229.0,0.32,228.0
478.2656282397892,33.93876313833992,4.80,203.0,1.51,11.10,1.0,0.35,225.0
631.3577728998683,38.59308453886693,8.70,235.0,1.75,12.20,356.0,0.78,270.0
591.7266781594202,38.04118730961792,7.30,223.0,1.19,11.10,352.0,0.65,263.0
590.0688670105402,40.0435772740448,7.20,219.0,1.28,6.90,230.0,0.64,273.0
222.76880521607376,38.43428525691699,4.80,219.0,1.37,6.70,227.0,0.74,276.0
542.7989266363636,52.40418018577075,5.90,195.0,1.54,5.90,243.0,0.62,313.0
556.2677086930172,46.50770616600791,6.00,210.0,1.52,6.40,243.0,0.54,305.0
585.0915575322794,38.94793384980237,6.30,221.0,1.47,5.50,219.0,0.44,288.0
573.344201853755,35.689128967061926,6.00,216.0,1.46,13.50,312.0,0.36,260.0
587.331654345191,31.465888827404484,5.20,201.0,1.66,13.50,350.0,0.04,236.0
597.1433922213438,35.771349032938076,5.10,186.0,1.73,5.60,236.0,0.31,11.0
716.5111163939393,23.844704281949937,8.40,321.0,2.00,8.10,264.0,0.67,97.0
647.5444624044796,21.20145528458498,5.10,315.0,1.91,8.10,253.0,0.75,100.0
585.2148985625823,24.287729515151515,4.10,49.0,1.60,7.90,269.0,0.46,117.0
590.4681798603425,26.488144864295123,4.20,23.0,1.54,7.80,280.0,0.45,102.0
287.2435534347826,2.89354787088274,2.40,232.0,1.39,12.50,348.0,0.35,145.0
432.2893359314888,-2.5462843557312254,2.30,223.0,1.36,13.30,344.0,0.64,113.0
726.9539763741766,19.605343920948616,9.90,194.0,1.93,16.80,346.0,0.77,149.0
315.555787486166,-47.5365515256917,0.20,203.0,2.93,16.30,3.0,0.70,156.0
720.9801982305664,25.617990142292488,9.00,185.0,1.60,12.50,334.0,0.42,84.0
688.767324886693,27.375395769433464,7.20,198.0,1.30,12.30,346.0,0.40,69.0
633.0659680500659,32.362953683794466,6.00,353.0,2.60,13.50,8.0,0.10,323.0
658.6124673386034,30.02626797760211,6.90,344.0,2.86,13.10,8.0,0.09,276.0
527.9726373517788,36.290257545454544,4.80,350.0,2.43,12.50,7.0,0.19,270.0
231.99608777602106,14.777009893280635,2.80,199.0,1.26,8.50,351.0,0.26,249.0
542.6900596100131,33.450689179183136,5.40,250.0,1.27,8.70,271.0,0.29,239.0
543.1623107536232,33.02782216469038,5.10,211.0,1.34,8.90,325.0,0.24,231.0
538.7522946930171,30.272511064558632,5.50,298.0,1.86,9.90,14.0,0.38,227.0
687.2380044150198,26.206773739130437,8.90,300.0,2.24,12.30,5.0,0.41,217.0
668.5096332108038,28.464177475625824,8.20,287.0,2.80,7.40,283.0,0.34,227.0
671.5371126482213,26.891739642951254,8.50,278.0,2.58,7.40,293.0,0.46,217.0
460.08922404216077,29.16822409354414,5.30,238.0,2.13,8.70,277.0,0.55,211.0
475.9227558748353,35.4137842397892,5.30,318.0,1.18,13.50,1.0,0.48,236.0
103.18779595652173,-5.071102781291172,1.40,260.0,1.35,13.50,59.0,0.53,230.0
630.8934898471674,23.045664619235833,6.50,183.0,1.22,6.10,233.0,0.53,193.0
480.5079738102767,27.743186570487484,4.80,139.0,1.19,4.90,210.0,0.51,204.0
203.8652333320158,-5.2869725678524375,2.70,126.0,1.16,7.80,275.0,0.52,197.0
164.7913282700922,-0.9412813649538867,1.40,230.0,1.13,7.40,237.0,0.25,203.0
64.70831170092225,-21.008187774703558,1.00,127.0,2.28,7.80,9.0,1.07,215.0
97.68638996706193,-17.533959274044793,4.20,102.0,2.24,11.10,333.0,1.09,216.0
103.22461677338605,-29.79306213175231,3.10,160.0,2.64,11.50,14.0,1.10,207.0
229.0553894097497,25.639931951251647,4.40,283.0,1.73,13.00,335.0,0.61,253.0
79.91914793017128,6.798130005270093,3.40,289.0,1.64,11.90,306.0,0.79,261.0
145.38823621475626,0.6393133781291174,2.70,266.0,1.36,10.30,273.0,0.51,226.0
129.9683589038208,-4.418517677206851,0.80,158.0,1.49,10.00,285.0,0.36,218.0
125.23068688405796,-4.928677276679841,0.50,260.0,1.50,10.80,329.0,0.37,225.0
678.4494096521739,27.21902218708827,8.10,183.0,1.72,11.10,14.0,0.37,223.0
677.6023983570487,28.17165194729908,8.20,186.0,1.85,5.60,203.0,0.37,237.0
332.10289806587616,32.689224084321474,3.80,98.0,1.60,6.50,222.0,0.34,265.0
196.48534015810276,9.692435453227931,1.70,38.0,3.79,13.50,27.0,0.04,326.0
414.1156626126483,42.54492600790514,3.90,316.0,4.81,13.30,22.0,0.05,21.0
204.68225860474305,7.0749684176548095,2.00,307.0,4.43,13.80,25.0,0.07,171.0
684.2662032134388,-2.740243188405797,8.70,9.0,3.50,11.60,338.0,1.40,175.0
335.57082272068516,-121.68853497233204,8.30,31.0,3.48,10.90,337.0,3.19,187.0
-6.611371666666666,6.942882913043478,7.10,224.0,1.07,8.30,344.0,2.03,271.0
-49.47750882740448,0.055622491436100124,8.50,214.0,1.03,7.50,320.0,4.37,263.0
432.6488259301712,32.53380446508564,3.90,150.0,1.19,7.50,213.0,0.23,195.0
699.6038421936759,25.144774312252963,6.00,75.0,1.03,7.60,219.0,0.84,77.0
417.8616880131752,42.28212468379447,3.90,346.0,3.57,11.10,44.0,0.14,306.0
132.17252127140975,23.147223836627145,3.30,341.0,3.71,10.70,53.0,0.60,295.0
475.24569386166013,44.14525153096179,3.70,345.0,3.28,11.10,49.0,0.25,36.0
676.6531355652173,29.593555494071147,7.30,15.0,3.47,10.00,40.0,0.11,285.0
660.8838638998683,34.48566330566535,7.70,11.0,3.27,9.90,60.0,0.42,286.0
269.59260639130434,26.34042739920949,2.60,288.0,1.99,10.40,9.0,0.23,347.0
191.5559290922266,17.388773963109355,2.10,283.0,1.94,11.50,13.0,0.28,320.0
333.68632737944665,35.5419558972332,3.40,256.0,1.65,8.30,343.0,0.24,327.0
519.8223590737814,36.601572658761526,4.60,257.0,1.65,7.80,335.0,0.02,296.0
617.5634056903821,30.37006155599473,6.40,240.0,2.04,10.90,352.0,0.24,237.0
542.3603407602108,30.95466322793149,5.00,235.0,1.75,7.60,299.0,0.23,200.0
586.4046706495388,18.639886985507246,5.70,224.0,1.67,7.80,288.0,0.59,180.0
646.2185447733862,32.84676484189724,7.60,240.0,1.74,7.90,284.0,0.37,273.0
678.3671033267458,27.892121533596836,6.90,205.0,1.41,7.40,247.0,0.35,67.0
679.3609073201582,28.54284643741765,7.60,194.0,1.30,7.20,250.0,0.05,270.0
574.3508788353097,32.08143073254282,5.50,223.0,1.24,7.40,270.0,0.21,242.0
673.4822967483531,27.155920006587614,8.20,236.0,1.34,7.50,259.0,0.35,219.0
686.4473030777337,27.775943553359685,8.30,224.0,1.66,4.70,236.0,0.13,228.0
686.3176713412385,27.966370944664035,7.90,206.0,1.84,5.20,225.0,0.01,45.0
609.2579710171278,31.672187779973648,5.00,73.0,1.51,13.30,340.0,0.06,80.0
716.4798724980238,27.466446259552043,9.40,4.0,1.99,5.90,90.0,0.06,218.0
532.5842542358366,34.54859062582345,4.70,303.0,2.42,11.60,19.0,0.05,306.0
431.7405777971014,37.240422889328066,4.00,302.0,2.25,11.90,7.0,0.10,253.0
494.8560317852438,38.85109027404479,4.50,287.0,2.45,10.60,3.0,0.08,293.0
279.53318962055334,26.239397843214757,3.80,336.0,1.03,12.30,11.0,0.42,255.0
284.5272532542819,29.63944016732543,4.70,283.0,1.32,7.60,340.0,0.61,248.0
608.7779348129117,33.61436134123848,7.70,314.0,2.12,13.50,4.0,0.68,249.0
527.5564782371541,39.11210218577075,6.50,315.0,1.99,13.00,349.0,0.64,250.0
88.67597780632411,-4.128161753623189,1.70,199.0,1.60,11.30,325.0,0.62,238.0
85.0901431251647,-6.300315801054017,0.20,37.0,1.22,10.20,318.0,0.60,235.0
635.4986228168642,32.81800207509881,7.70,3.0,1.51,6.00,114.0,0.63,248.0
412.60220840579706,19.450518866930175,5.50,212.0,2.00,6.50,233.0,0.73,210.0
612.2729607562582,21.989812205533596,7.40,217.0,2.06,6.50,230.0,0.76,211.0
640.0673423069829,23.084096886693015,7.70,206.0,2.59,7.10,211.0,0.67,213.0
590.838751080369,24.015876472990776,6.80,200.0,2.57,7.30,246.0,0.67,213.0
536.1417504347827,18.302595562582344,6.60,207.0,2.41,8.40,230.0,0.83,208.0
611.3001810632411,20.757581463768116,7.40,210.0,2.54,8.10,224.0,0.78,209.0
133.69847189328064,0.9656206772068512,3.90,184.0,1.90,7.90,233.0,0.74,229.0
666.5282112779973,24.424761789196314,8.80,192.0,1.52,7.90,233.0,0.78,219.0
509.31624159420295,38.070551533596834,3.30,325.0,3.86,14.60,8.0,0.50,67.0
328.0570216389987,24.13451900658762,1.60,317.0,4.33,14.40,20.0,0.40,71.0
243.50908168511197,14.560208217391304,1.40,280.0,3.13,13.70,64.0,0.24,51.0
248.03050001712782,12.560724600790513,1.00,290.0,3.35,13.00,73.0,0.27,55.0
516.671512566535,28.605010720685108,3.90,241.0,2.50,12.20,28.0,0.37,99.0
564.2344538735179,28.813357513833992,4.50,249.0,2.63,11.50,24.0,0.29,93.0
387.34158678524375,22.42217952173913,1.90,243.0,2.10,11.30,1.0,0.55,75.0
370.59187472332013,19.670833484848487,2.10,246.0,1.96,10.60,359.0,0.49,79.0
527.2701106508564,13.762492139657445,1.40,182.0,2.08,9.40,40.0,0.84,85.0
513.5531523689065,1.9180099934123847,1.40,195.0,2.25,9.10,43.0,0.81,96.0
727.5508939235837,23.738556225296442,9.00,202.0,1.80,13.10,273.0,0.79,90.0
557.933282511199,18.188055985507248,2.10,209.0,1.68,7.30,9.0,0.89,81.0
228.08089036495392,-0.08778273386034258,1.10,223.0,1.43,12.00,345.0,0.30,107.0
252.04401718313574,8.818643068511198,1.80,207.0,1.53,7.90,19.0,0.26,92.0
549.7391592793149,6.615447770750987,2.50,225.0,1.40,7.30,240.0,0.84,99.0
690.8850736350462,27.23476477997365,7.60,285.0,1.86,9.80,6.0,0.40,69.0
670.8256881475626,28.429355271409747,6.80,257.0,1.90,11.30,6.0,0.38,62.0
715.5946621752305,26.16476108168643,9.10,192.0,1.53,12.50,323.0,0.22,100.0
698.8802141093544,27.27583983135705,7.90,188.0,1.40,11.90,347.0,0.26,69.0
315.72253513570485,0.6004348142292489,2.60,196.0,1.99,6.60,217.0,0.43,146.0
305.0480668893281,6.260724948616601,2.50,199.0,2.04,6.50,216.0,0.35,137.0
261.8844784097497,8.325877598155467,1.90,114.0,1.53,7.30,314.0,0.24,102.0
250.5016731936759,-0.623698675889328,1.20,157.0,1.44,7.20,320.0,0.35,108.0
280.3569127220026,-8.488960533596838,0.01,9.0,1.27,7.40,256.0,0.48,112.0
308.92571623451914,-5.107090100131753,2.10,263.0,1.29,7.30,245.0,0.48,136.0
365.2811188260869,29.1854801370224,2.80,161.0,1.50,9.50,310.0,0.31,54.0
483.86309235836626,44.47346891304348,3.80,163.0,1.63,9.60,356.0,0.31,30.0
442.82958354150196,37.27523985507246,3.90,215.0,1.94,11.90,30.0,0.01,270.0
587.6458362859026,29.050455872200263,5.20,248.0,2.12,9.50,11.0,0.11,138.0
687.4932003478261,26.09323063768116,7.40,203.0,1.83,9.60,338.0,0.29,105.0
685.0105849604743,25.517482054018444,7.30,200.0,1.70,9.70,297.0,0.32,122.0
327.4230634413702,16.535646169960476,2.80,139.0,1.47,7.00,223.0,0.25,139.0
251.3478266284585,9.573028649538866,2.10,81.0,1.47,12.80,357.0,0.15,121.0
460.64433468379445,31.375430550724637,3.60,66.0,1.47,12.80,14.0,0.24,138.0
653.3520503662713,27.030634981554677,6.00,195.0,1.96,10.00,319.0,0.30,97.0
702.6547873109354,25.416941197628457,7.90,197.0,1.93,10.20,321.0,0.41,95.0
-20.45973351251647,-51.06912236363635,6.20,191.0,1.70,10.60,332.0,0.77,192.0
-58.56534806455863,-141.30343021475625,4.20,172.0,1.49,10.70,340.0,0.73,194.0
-23.705211638998684,-49.17342175362318,5.50,174.0,1.34,9.90,312.0,0.59,195.0
-24.91597375098814,-56.00753130566534,5.90,179.0,1.29,8.10,258.0,0.76,198.0
-22.692486093544133,-53.154288566534916,5.70,184.0,1.30,11.90,327.0,0.68,187.0
-92.9922544110672,-167.214854599473,1.50,9.0,0.81,9.10,277.0,0.38,185.0
-63.70426996837944,-159.57527601844532,3.30,258.0,2.55,13.80,26.0,0.60,166.0
-4.271144934123847,-17.313101069828722,8.30,243.0,3.16,9.10,3.0,0.81,177.0
-12.132921951251646,-36.061882781291175,6.60,224.0,3.28,9.30,324.0,0.68,169.0
-50.133172660079055,-97.9552761251647,3.80,201.0,2.64,9.70,31.0,0.47,198.0
-89.46904147430828,-204.4670144426877,3.20,198.0,1.97,9.40,337.0,0.68,192.0
-41.75589413570487,-93.7344046350461,4.60,252.0,1.43,9.50,315.0,0.68,194.0
